PID,contestant,Age,Sex,Birthday,Season,Finish,Day 1 Filming date,Days,SurvAv,SurvSc,NoJ,ChW%,InChW%,TChW%,SO,TC%,wTCR,VFB%,nVFB%,VAT%,JV%,Exile,Time
ZSZU46888106328987,Mr Mohamed Lowe,0.0,Sex 2,,31,11,,24.0,1.05,0.28,1.05,0.15,0.00,0.300,1,0.13,0.33,0.14,0.86,0.29,0.0,0,2
ZSZU46888106328987,Mr Mohamed Lowe,22.7,Sex 2,1977-06-24,1,2,2000-03-13,39.0,12.26,1.34,9.69,0.36,0.36,0.455,2,0.55,3.82,0.55,0.45,0.00,0.4285714286,0,1
ZTBL12823360242218,Harriet Hewitt-Hall,,Sex 1,,25,8,,27.0,2.58,0.68,2.58,0.24,0.00,0.545,0,0.44,1.08,0.50,0.50,0.75,0.0,0,1
ZTBL94652603918988,Helen Ross,23.8,Sex 2,1984-08-24,17,16,2008-06-23,9.0,0.22,-0.44,0.22,0.34,#DIV/0!,0.400,2,-0.78,0.00,0.00,1.00,1.00,0.0,0,1
ZTNH23333959926244,Ms Jemma Johnston,61.3,Sex 2,1947-02-24,17,17,2008-06-23,6.0,1.17,0.26,1.17,0.0,#DIV/0!,0.000,0,0.26,1.17,0.50,0.50,1.00,0.0,0,1
ZUUP74456715327138,Marc Green,,Sex 2,,33,13,,23.0,2.42,0.98,2.42,0.43,0.00,0.500,1,0.55,1.33,0.67,0.33,0.67,0.0,0,1
ZWXB19281857892677,Glenn Thorpe,,Sex 1,,26,17,,10.0,0.59,0.33,0.59,0.18,#DIV/0!,0.200,0,0.15,0.49,0.50,0.50,1.00,0.0,0,1
ZWXG70501210010070,Hilary Willis-Dean,,Sex 2,,25,17,,6.0,1.75,0.32,1.75,0.0,#DIV/0!,0.000,0,0.32,1.75,0.50,0.50,0.50,0.0,0,1
ZXUN61871282279864,Dr Kyle Abbott,,Sex 2,,16,10,,24.0,2.98,0.95,2.98,0.375,0.00,0.769,0,0.57,1.56,0.67,0.33,0.33,0.0,0,2
ZXUN61871282279864,Dr Kyle Abbott,21.5,Sex 2,1982-12-25,9,4,2004-06-26,37.0,5.73,1.03,5.74,0.32,0.27,0.438,0,0.72,1.57,0.73,0.27,0.55,0.0,0,1
ZYZG17368024603331,Rosemary Lucas-Thomas,,Sex 2,,21,9,,28.0,2.74,1.05,2.74,0.22,0.00,0.727,1,0.83,1.50,1.00,0.00,0.50,0.0,0,1
